,GEOID,totalpop,party,full_name,gini_index_of_income_inequality,median_household_income,white,black,amerindian_native,asian,hawaiian_pacific,other_race,two_more_races,hispanic_latino,citizen_voters,state_district,lackinsurance,csmoking,diabetes,obesity,ghlth,mhlth,url,twitter
344,3711,768166.0,Republican,Madison Cawthorn,0.4732,47579.0,694680.0,22893.0,10898.0,8484.0,555.0,14037.0,16619.0,51563.0,604505.0,NC-11,0.145,0.17300000000000001,0.10400000000000001,0.297,0.17600000000000002,0.125,https://cawthorn.house.gov,RepCawthorn
345,1207,786041.0,Democrat,Stephanie N. Murphy,0.4814,64170.0,583016.0,87476.0,1127.0,42337.0,619.0,46104.0,25362.0,211449.0,581583.0,FL-07,0.213,0.158,0.08800000000000001,0.259,0.165,0.134,https://murphy.house.gov,RepStephMurphy
346,1710,711265.0,Democrat,Bradley Scott Schneider,0.5068,82099.0,493441.0,44334.0,3364.0,82379.0,422.0,67579.0,19746.0,169408.0,468255.0,IL-10,0.12300000000000001,0.14,0.08800000000000001,0.267,0.147,0.10800000000000001,https://schneider.house.gov,repschneider
347,2105,695105.0,Republican,Harold Rogers,0.4845,35409.0,674403.0,8772.0,982.0,1749.0,150.0,2106.0,6943.0,7561.0,537877.0,KY-05,0.09,0.255,0.129,0.379,0.27399999999999997,0.171,https://halrogers.house.gov,RepHalRogers
348,2401,741621.0,Republican,Andy Harris,0.4450,75706.0,604948.0,91106.0,996.0,15601.0,260.0,9267.0,19443.0,31974.0,567926.0,MD-01,0.073,0.15,0.096,0.321,0.14,0.11699999999999999,https://harris.house.gov,RepAndyHarrisMD
349,4815,795511.0,Democrat,Vicente Gonzalez,0.4784,46669.0,682610.0,17538.0,1876.0,9974.0,9.0,69565.0,13939.0,645358.0,435170.0,TX-15,0.395,0.152,0.151,0.418,0.27399999999999997,0.146,https://gonzalez.house.gov,RepGonzalez
350,1224,784469.0,Democrat,Frederica S. Wilson,0.4868,42147.0,337035.0,371721.0,354.0,11669.0,112.0,48308.0,15270.0,331349.0,477697.0,FL-24,0.303,0.203,0.13699999999999998,0.336,0.247,0.159,https://wilson.house.gov,RepWilson
351,3501,697064.0,Democrat,Debra A. Haaland,0.4923,50650.0,550912.0,19749.0,29381.0,18398.0,176.0,47764.0,30684.0,350078.0,514775.0,NM-01,0.15,0.16,0.08800000000000001,0.265,0.188,0.142,https://haaland.house.gov,RepDebHaaland
352,5304,735031.0,Republican,Dan Newhouse,0.4286,57560.0,552489.0,11227.0,19925.0,13040.0,559.0,107163.0,30628.0,292354.0,443137.0,WA-04,0.159,0.14800000000000002,0.099,0.34,0.201,0.136,https://newhouse.house.gov,RepNewhouse
353,0628,709450.0,Democrat,Adam B. Schiff,0.5339,71213.0,489020.0,15673.0,3765.0,92452.0,489.0,76475.0,31576.0,167571.0,502971.0,CA-28,0.115,0.111,0.083,0.218,0.136,0.111,https://schiff.house.gov,RepAdamSchiff
354,1718,700276.0,Republican,Darin LaHood,0.4468,65362.0,628155.0,29816.0,1320.0,20195.0,28.0,5299.0,15463.0,21322.0,531334.0,IL-18,0.083,0.154,0.091,0.322,0.147,0.11199999999999999,https://lahood.house.gov,RepLaHood
355,2206,790111.0,Republican,Garret Graves,0.4762,62288.0,547182.0,187266.0,2732.0,15350.0,176.0,13643.0,23762.0,34639.0,585015.0,LA-06,0.11199999999999999,0.18899999999999997,0.096,0.33,0.177,0.146,https://garretgraves.house.gov,RepGarretGraves
356,3712,880550.0,Democrat,Alma S. Adams,0.4646,57605.0,405087.0,333074.0,4034.0,48882.0,309.0,64917.0,24247.0,136316.0,591843.0,NC-12,0.188,0.156,0.095,0.324,0.166,0.133,https://adams.house.gov,RepAdams
357,4823,794879.0,Republican,Tony Gonzales,0.4847,53493.0,667536.0,30583.0,4834.0,19335.0,788.0,56224.0,15579.0,548671.0,507547.0,TX-23,0.32,0.153,0.138,0.353,0.253,0.132,https://gonzales.house.gov,RepTonyGonzales
358,4832,769852.0,Democrat,Colin Z. Allred,0.5098,75775.0,519270.0,102562.0,6032.0,72675.0,277.0,46780.0,22256.0,202062.0,505867.0,TX-32,0.19699999999999998,0.136,0.092,0.28300000000000003,0.149,0.11699999999999999,https://allred.house.gov,RepColinAllred
359,5106,755437.0,Republican,Ben Cline,0.4585,52925.0,624793.0,86070.0,1610.0,12942.0,101.0,6810.0,23111.0,44633.0,582756.0,VA-06,0.11800000000000001,0.171,0.102,0.319,0.168,0.125,https://cline.house.gov,RepBenCline
360,2602,743361.0,Republican,Bill Huizenga,0.4177,57769.0,625058.0,49717.0,5025.0,19487.0,298.0,18877.0,24899.0,70506.0,551323.0,MI-02,0.099,0.171,0.095,0.322,0.149,0.133,https://huizenga.house.gov,RepHuizenga
361,0645,797608.0,Democrat,Katie Porter,0.4710,105917.0,495939.0,12515.0,2200.0,203292.0,1134.0,42404.0,40124.0,159203.0,532802.0,CA-45,0.086,0.08900000000000001,0.077,0.17600000000000002,0.11699999999999999,0.098,https://porter.house.gov,RepKatiePorter
362,1302,665539.0,Democrat,"Sanford D. Bishop, Jr.",0.4856,38692.0,281955.0,340276.0,1289.0,7641.0,540.0,13586.0,20252.0,36737.0,498322.0,GA-02,0.228,0.212,0.13699999999999998,0.382,0.239,0.146,https://bishop.house.gov,SanfordBishop
363,3619,700310.0,Democrat,Antonio Delgado,0.4587,63663.0,614586.0,35432.0,1955.0,11050.0,11.0,15319.0,21957.0,57945.0,553713.0,NY-19,0.084,0.158,0.092,0.278,0.158,0.11900000000000001,https://delgado.house.gov,repdelgado
364,5105,739410.0,Republican,Bob Good,0.4949,55491.0,554054.0,140674.0,1832.0,14640.0,145.0,3402.0,24663.0,25036.0,578531.0,VA-05,0.12,0.17600000000000002,0.11599999999999999,0.33299999999999996,0.179,0.122,https://good.house.gov,RepBobGood
365,2506,780524.0,Democrat,Seth Moulton,0.4786,88537.0,659720.0,34650.0,1015.0,37038.0,375.0,27056.0,20670.0,83856.0,577241.0,MA-06,0.057,0.11199999999999999,0.08,0.242,0.122,0.10400000000000001,https://moulton.house.gov,teammoulton
366,3701,761087.0,Democrat,G. K. Butterfield,0.4878,45286.0,363018.0,330488.0,6460.0,16290.0,251.0,23023.0,21557.0,70296.0,566173.0,NC-01,0.198,0.188,0.12300000000000001,0.354,0.215,0.141,https://butterfield.house.gov,GKButterfield
367,1307,803976.0,Democrat,Carolyn Bourdeaux,0.4381,78693.0,434102.0,162756.0,6148.0,114858.0,45.0,60675.0,25392.0,158430.0,486845.0,GA-07,0.19899999999999998,0.14800000000000002,0.08800000000000001,0.282,0.152,0.111,https://bourdeaux.house.gov,RepBourdeaux
368,1803,747060.0,Republican,Jim Banks,0.4337,56051.0,646328.0,45994.0,2183.0,17695.0,630.0,12431.0,21799.0,46403.0,540022.0,IN-03,0.113,0.20199999999999999,0.10300000000000001,0.337,0.183,0.139,https://banks.house.gov,RepJimBanks
369,2611,733920.0,Democrat,Haley M. Stevens,0.4510,84954.0,586668.0,37402.0,1773.0,80740.0,44.0,6560.0,20733.0,24140.0,534817.0,MI-11,0.069,0.131,0.08,0.24100000000000002,0.114,0.107,https://stevens.house.gov,RepHaleyStevens
370,3611,732886.0,Republican,Nicole Malliotakis,0.4638,76068.0,498843.0,58687.0,958.0,107802.0,350.0,42546.0,23700.0,134490.0,500998.0,NY-11,0.109,0.147,0.096,0.24100000000000002,0.154,0.115,https://malliotakis.house.gov,RepMalliotakis
371,3909,716235.0,Democrat,Marcy Kaptur,0.4771,45073.0,533397.0,112356.0,3161.0,10655.0,503.0,19485.0,36678.0,84049.0,545749.0,OH-09,0.11800000000000001,0.222,0.122,0.366,0.20800000000000002,0.149,https://kaptur.house.gov,RepMarcyKaptur
372,4207,731168.0,Democrat,Susan Wild,0.4524,64859.0,592545.0,52692.0,2117.0,23923.0,1022.0,32316.0,26553.0,142642.0,552078.0,PA-07,0.09300000000000001,0.182,0.098,0.319,0.174,0.128,https://wild.house.gov,RepSusanWild
373,4822,935386.0,Republican,Troy E. Nehls,0.4452,88234.0,557965.0,136922.0,2278.0,181244.0,107.0,33809.0,23061.0,254441.0,577164.0,TX-22,0.184,0.125,0.094,0.282,0.151,0.10400000000000001,https://nehls.house.gov,RepTroyNehls
374,4829,765435.0,Democrat,Sylvia R. Garcia,0.4401,45133.0,558932.0,70548.0,4281.0,13968.0,645.0,107513.0,9548.0,612292.0,369239.0,TX-29,0.406,0.166,0.126,0.358,0.258,0.14400000000000002,https://sylviagarcia.house.gov,RepSylviaGarcia
375,0107,660468.0,Democrat,Terri Sewell,0.4965,37123.0,221541.0,416885.0,1907.0,5007.0,206.0,5937.0,8985.0,23310.0,504177.0,AL-07,0.204,0.22,0.156,0.40700000000000003,0.27399999999999997,0.17300000000000001,https://sewell.house.gov,RepTerriSewell
376,0605,730955.0,Democrat,Mike Thompson,0.4433,80810.0,453797.0,47271.0,5791.0,83384.0,2829.0,98453.0,39430.0,213555.0,508369.0,CA-05,0.106,0.11,0.087,0.243,0.147,0.113,https://mikethompson.house.gov,RepThompson
377,0622,771095.0,Republican,Devin Nunes,0.4657,61951.0,523341.0,26578.0,9579.0,62678.0,729.0,109998.0,38192.0,378325.0,483064.0,CA-22,0.16,0.125,0.096,0.278,0.20199999999999999,0.133,https://nunes.house.gov,RepDevinNunes
378,0638,716331.0,Democrat,Linda T. Sánchez,0.4199,74622.0,292100.0,26545.0,5145.0,122674.0,3907.0,242005.0,23955.0,439296.0,481296.0,CA-38,0.16399999999999998,0.095,0.095,0.223,0.16,0.105,https://lindasanchez.house.gov,RepLindaSanchez
379,0646,735139.0,Democrat,J. Luis Correa,0.4152,68177.0,420031.0,16625.0,4291.0,87238.0,906.0,188633.0,17415.0,496851.0,408633.0,CA-46,0.19,0.113,0.095,0.22699999999999998,0.193,0.125,https://correa.house.gov,reploucorrea
380,2907,783672.0,Republican,Billy Long,0.4660,45610.0,715501.0,16109.0,8968.0,9339.0,1376.0,7741.0,24638.0,41219.0,595559.0,MO-07,0.14300000000000002,0.20600000000000002,0.10099999999999999,0.32799999999999996,0.195,0.14300000000000002,https://long.house.gov,USRepLong
381,3704,871589.0,Democrat,David E. Price,0.4678,72739.0,525115.0,195920.0,3458.0,77259.0,283.0,37619.0,31935.0,89730.0,624834.0,NC-04,0.163,0.139,0.084,0.29,0.142,0.12300000000000001,https://price.house.gov,RepDavidEPrice
382,4833,777745.0,Democrat,Marc A. Veasey,0.4168,44286.0,461990.0,122972.0,4995.0,17897.0,701.0,152322.0,16868.0,524674.0,360226.0,TX-33,0.36200000000000004,0.179,0.132,0.376,0.28,0.153,https://veasey.house.gov,RepVeasey
383,4820,846337.0,Democrat,Joaquin Castro,0.4394,51714.0,698825.0,46037.0,8866.0,25393.0,310.0,40498.0,26408.0,595290.0,549483.0,TX-20,0.317,0.156,0.124,0.332,0.24,0.138,https://castro.house.gov,JoaquinCastrotx
384,0503,819235.0,Republican,Steve Womack,0.4880,52799.0,679803.0,25638.0,9847.0,25283.0,7769.0,45288.0,25607.0,120730.0,573113.0,AR-03,0.12,0.195,0.096,0.304,0.198,0.14300000000000002,https://womack.house.gov,Rep_SteveWomack
385,1807,760466.0,Democrat,André Carson,0.4593,44558.0,438167.0,235061.0,1900.0,24608.0,534.0,36106.0,24090.0,87750.0,521076.0,IN-07,0.153,0.20800000000000002,0.11800000000000001,0.358,0.203,0.149,https://carson.house.gov,RepAndreCarson
386,3402,703117.0,Republican,Jefferson Van Drew,0.4656,63145.0,524102.0,84924.0,2140.0,26713.0,255.0,42124.0,22859.0,115945.0,531339.0,NJ-02,0.12300000000000001,0.16899999999999998,0.115,0.32799999999999996,0.204,0.131,https://vandrew.house.gov,CongressmanJVD
387,3609,730957.0,Democrat,Yvette D. Clarke,0.5045,63759.0,262344.0,347766.0,1889.0,57532.0,80.0,36135.0,25211.0,81623.0,486880.0,NY-09,0.131,0.14400000000000002,0.113,0.257,0.18,0.125,https://clarke.house.gov,RepYvetteClarke
388,0650,751551.0,Republican,Darrell Issa,0.4478,75136.0,600933.0,17983.0,8873.0,37033.0,4939.0,44964.0,36826.0,246319.0,513522.0,CA-50,0.11199999999999999,0.114,0.084,0.22899999999999998,0.14300000000000002,0.114,https://issa.house.gov,
389,2302,652869.0,Democrat,Jared F. Golden,0.4557,46925.0,618817.0,6968.0,6657.0,4305.0,21.0,788.0,15313.0,9519.0,524036.0,ME-02,0.124,0.179,0.096,0.312,0.161,0.131,https://golden.house.gov,repgolden
390,1701,706550.0,Democrat,Bobby L. Rush,0.4855,55969.0,303613.0,354097.0,301.0,17443.0,103.0,19255.0,11738.0,75300.0,524114.0,IL-01,0.135,0.159,0.12300000000000001,0.34299999999999997,0.2,0.12,https://rush.house.gov,RepBobbyRush
391,1705,743699.0,Democrat,Mike Quigley,0.5049,87326.0,594110.0,22900.0,1120.0,63328.0,187.0,35743.0,26311.0,138791.0,545831.0,IL-05,0.113,0.126,0.069,0.247,0.124,0.102,https://quigley.house.gov,RepMikeQuigley
392,1707,707513.0,Democrat,Danny K. Davis,0.5636,56166.0,264669.0,323450.0,1095.0,52122.0,148.0,48385.0,17644.0,124242.0,522767.0,IL-07,0.158,0.17300000000000001,0.114,0.336,0.20600000000000002,0.128,https://davis.house.gov,RepDannyDavis
393,4502,717231.0,Republican,Joe Wilson,0.4503,58495.0,494348.0,176461.0,1504.0,14979.0,171.0,13521.0,16247.0,44177.0,537342.0,SC-02,0.141,0.16,0.109,0.332,0.17,0.13,https://joewilson.house.gov,RepJoeWilson
394,0904,739090.0,Democrat,James A. Himes,0.5586,93999.0,526763.0,89713.0,1848.0,44292.0,327.0,52346.0,23801.0,146040.0,496370.0,CT-04,0.106,0.11,0.077,0.221,0.11599999999999999,0.09300000000000001,https://himes.house.gov,JAHimes
395,1312,723334.0,Republican,Rick W. Allen,0.4954,45570.0,417208.0,252862.0,789.0,13873.0,1279.0,16403.0,20920.0,46212.0,540482.0,GA-12,0.204,0.193,0.11599999999999999,0.35100000000000003,0.203,0.139,https://allen.house.gov,reprickallen
396,2901,728365.0,Democrat,Cori Bush,0.4975,46850.0,315884.0,359940.0,1370.0,22653.0,566.0,7063.0,20889.0,24864.0,549361.0,MO-01,0.16899999999999998,0.218,0.11599999999999999,0.33899999999999997,0.21899999999999997,0.147,https://bush.house.gov,RepCori
397,3614,706440.0,Democrat,Alexandria Ocasio-Cortez,0.4483,60173.0,298774.0,77660.0,3261.0,120878.0,0.0,179865.0,26002.0,356722.0,392398.0,NY-14,0.19,0.136,0.10400000000000001,0.244,0.20199999999999999,0.11900000000000001,https://ocasio-cortez.house.gov,RepAOC
398,3713,788131.0,Republican,Ted Budd,0.4673,50928.0,541609.0,169358.0,5239.0,27733.0,395.0,19021.0,24776.0,63614.0,579274.0,NC-13,0.163,0.172,0.102,0.32299999999999995,0.17800000000000002,0.129,https://budd.house.gov,RepTedBudd
399,3000,1062305.0,Republican,Matthew M. Rosendale,0.4535,55328.0,941438.0,5056.0,68013.0,8517.0,990.0,5828.0,32463.0,41605.0,823668.0,MT-00,0.107,0.17300000000000001,0.081,0.266,0.152,0.12,https://rosendale.house.gov,RepRosendale
400,0630,766513.0,Democrat,Brad Sherman,0.4879,81437.0,475246.0,38904.0,3759.0,105314.0,533.0,104928.0,37829.0,219514.0,529846.0,CA-30,0.11,0.1,0.078,0.21100000000000002,0.124,0.10400000000000001,https://sherman.house.gov,BradSherman
401,1219,836359.0,Republican,Byron Donalds,0.5232,59366.0,711481.0,67922.0,1118.0,15582.0,491.0,29364.0,10401.0,173271.0,631233.0,FL-19,0.20800000000000002,0.14800000000000002,0.11699999999999999,0.261,0.185,0.122,https://donalds.house.gov,
402,1801,714756.0,Democrat,Frank J. Mrvan,0.4404,56794.0,492098.0,130246.0,1822.0,9931.0,405.0,53964.0,26290.0,113541.0,537218.0,IN-01,0.139,0.2,0.126,0.355,0.20800000000000002,0.141,https://mrvan.house.gov,RepMrvan
403,2502,745347.0,Democrat,James P. McGovern,0.4646,70311.0,613709.0,39762.0,1346.0,45415.0,618.0,18667.0,25830.0,77102.0,558962.0,MA-02,0.069,0.149,0.08199999999999999,0.263,0.146,0.131,https://mcgovern.house.gov,RepMcGovern
404,4813,711672.0,Republican,Ronny Jackson,0.4552,51480.0,606114.0,41595.0,5395.0,16293.0,861.0,23173.0,18241.0,196867.0,493390.0,TX-13,0.20199999999999999,0.16,0.111,0.344,0.19699999999999998,0.126,https://jackson.house.gov,RepRonnyJackson
405,4904,830801.0,Republican,Burgess Owens,0.3993,76474.0,668294.0,12913.0,6502.0,31199.0,10096.0,73182.0,28615.0,142571.0,518368.0,UT-04,0.149,0.094,0.064,0.251,0.126,0.114,https://owens.house.gov,RepBurgessOwens
406,0634,748812.0,Democrat,Jimmy Gomez,0.5037,47993.0,259995.0,44238.0,9874.0,151348.0,1538.0,256530.0,25289.0,454579.0,425520.0,CA-34,0.215,0.128,0.11199999999999999,0.252,0.214,0.129,https://gomez.house.gov,RepJimmyGomez
407,2508,764891.0,Democrat,Stephen F. Lynch,0.4720,91643.0,565686.0,85908.0,1504.0,66187.0,162.0,25469.0,19975.0,46510.0,561241.0,MA-08,0.06,0.139,0.085,0.245,0.133,0.114,https://lynch.house.gov,RepStephenLynch
408,2613,663867.0,Democrat,Rashida Tlaib,0.4833,34971.0,260452.0,356197.0,2240.0,9414.0,248.0,18839.0,16477.0,52763.0,474739.0,MI-13,0.146,0.253,0.151,0.387,0.255,0.16899999999999998,https://tlaib.house.gov,RepRashida
409,4103,841456.0,Democrat,Earl Blumenauer,0.4497,71602.0,665732.0,42053.0,7899.0,66538.0,5304.0,12169.0,41761.0,97391.0,627716.0,OR-03,0.114,0.16399999999999998,0.075,0.252,0.14400000000000002,0.14,https://blumenauer.house.gov,BlumenauerMedia
410,4811,782337.0,Republican,August Pfluger,0.4835,58983.0,676504.0,32729.0,6674.0,9738.0,298.0,39328.0,17066.0,305407.0,542570.0,TX-11,0.213,0.14400000000000002,0.11199999999999999,0.33399999999999996,0.188,0.11900000000000001,https://pfluger.house.gov,RepPfluger
411,5108,795467.0,Democrat,"Donald S. Beyer, Jr.",0.4444,110606.0,503803.0,121753.0,1744.0,91310.0,949.0,37495.0,38413.0,141997.0,533417.0,VA-08,0.134,0.122,0.076,0.23199999999999998,0.11800000000000001,0.105,https://beyer.house.gov,RepDonBeyer
412,5302,755546.0,Democrat,Rick Larsen,0.4311,70694.0,572849.0,23666.0,8211.0,74185.0,3994.0,25951.0,46690.0,87379.0,558321.0,WA-02,0.09699999999999999,0.138,0.08199999999999999,0.285,0.14800000000000002,0.12,https://larsen.house.gov,RepRickLarsen
413,0805,815466.0,Republican,Doug Lamborn,0.4393,66062.0,661068.0,48818.0,6866.0,21569.0,2631.0,26409.0,48105.0,135271.0,603967.0,CO-05,0.11,0.14800000000000002,0.066,0.225,0.129,0.12,https://lamborn.house.gov,RepDLamborn
414,1704,702062.0,Democrat,"Jesús G. ""Chuy"" García",0.4539,55305.0,420391.0,28977.0,3538.0,24719.0,188.0,204348.0,19901.0,475571.0,410804.0,IL-04,0.251,0.152,0.1,0.312,0.225,0.125,https://chuygarcia.house.gov,RepChuyGarcia
415,1713,704211.0,Republican,Rodney Davis,0.4735,51401.0,570733.0,77759.0,1086.0,31373.0,0.0,5983.0,17277.0,26122.0,539012.0,IL-13,0.10800000000000001,0.177,0.092,0.33799999999999997,0.16899999999999998,0.133,https://rodneydavis.house.gov,RodneyDavis
416,1806,719771.0,Republican,Greg Pence,0.4240,52777.0,668943.0,20547.0,731.0,12177.0,317.0,3867.0,13189.0,20114.0,549035.0,IN-06,0.10800000000000001,0.212,0.107,0.34600000000000003,0.19699999999999998,0.142,https://pence.house.gov,RepGregPence
417,3612,698928.0,Democrat,Carolyn B. Maloney,0.5510,110569.0,506188.0,36314.0,2940.0,98828.0,541.0,30592.0,23525.0,86523.0,530252.0,NY-12,0.099,0.11699999999999999,0.064,0.157,0.11800000000000001,0.11199999999999999,https://maloney.house.gov,RepMaloney
418,4807,775198.0,Democrat,Lizzie Fletcher,0.5217,72287.0,484785.0,118712.0,4713.0,88329.0,452.0,53747.0,24460.0,234636.0,448262.0,TX-07,0.23,0.132,0.08800000000000001,0.28300000000000003,0.149,0.11199999999999999,https://fletcher.house.gov,RepFletcher
419,1602,841258.0,Republican,Michael K. Simpson,0.4505,54462.0,761628.0,5175.0,8983.0,13083.0,733.0,26594.0,25062.0,122839.0,590690.0,ID-02,0.166,0.142,0.081,0.28800000000000003,0.146,0.126,https://simpson.house.gov,CongMikeSimpson
420,2002,713845.0,Republican,Jake LaTurner,0.4556,52133.0,617745.0,34044.0,11963.0,11689.0,255.0,7788.0,30361.0,48603.0,538594.0,KS-02,0.139,0.185,0.1,0.34,0.171,0.11900000000000001,https://laturner.house.gov,RepLaTurner
421,4903,773622.0,Republican,John R. Curtis,0.4519,74706.0,692923.0,7338.0,10730.0,15232.0,8159.0,15397.0,23843.0,83614.0,517848.0,UT-03,0.141,0.078,0.062,0.247,0.122,0.12,https://curtis.house.gov,RepJohnCurtis
422,0615,789174.0,Democrat,Eric Swalwell,0.4218,119997.0,314637.0,40917.0,3911.0,283643.0,9036.0,87236.0,49794.0,176316.0,503361.0,CA-15,0.09699999999999999,0.094,0.073,0.201,0.114,0.094,https://swalwell.house.gov,RepSwalwell
423,2603,749975.0,Republican,Peter Meijer,0.4657,60652.0,627466.0,61116.0,2878.0,15348.0,346.0,14900.0,27921.0,59860.0,551028.0,MI-03,0.099,0.168,0.092,0.315,0.14300000000000002,0.131,https://meijer.house.gov,RepMeijer
424,3407,730778.0,Democrat,Tom Malinowski,0.4643,118810.0,573645.0,36153.0,871.0,83376.0,126.0,19338.0,17269.0,93377.0,527076.0,NJ-07,0.09,0.12300000000000001,0.081,0.22899999999999998,0.132,0.107,https://malinowski.house.gov,RepMalinowski
425,3602,709605.0,Republican,Andrew R. Garbarino,0.4075,101171.0,555103.0,67496.0,3816.0,20864.0,435.0,41687.0,20204.0,169226.0,515987.0,NY-02,0.102,0.13,0.084,0.263,0.13699999999999998,0.11199999999999999,https://garbarino.house.gov,RepGarbarino
426,3618,722226.0,Democrat,Sean Patrick Maloney,0.4665,82731.0,550259.0,71762.0,1710.0,21323.0,426.0,50516.0,26230.0,128645.0,524373.0,NY-18,0.099,0.15,0.085,0.267,0.145,0.11599999999999999,https://seanmaloney.house.gov,RepSeanMaloney
427,3622,697372.0,Republican,Claudia Tenney,0.4474,54210.0,619968.0,30253.0,1584.0,22291.0,111.0,8045.0,15120.0,27245.0,539437.0,NY-22,0.08900000000000001,0.172,0.094,0.281,0.165,0.128,https://clerk.house.gov,RepTenney
428,3911,678001.0,Democrat,Marcia L. Fudge,0.5623,38747.0,269493.0,355642.0,1791.0,17489.0,327.0,8207.0,25052.0,29751.0,524803.0,OH-11,0.136,0.242,0.155,0.379,0.256,0.16,https://fudge.house.gov,RepMarciaFudge
429,4204,727449.0,Democrat,Madeleine Dean,0.4613,87168.0,578350.0,70160.0,305.0,47999.0,299.0,10186.0,20150.0,36269.0,543723.0,PA-04,0.066,0.139,0.085,0.253,0.128,0.113,https://dean.house.gov,RepDean
430,4825,786976.0,Republican,Roger Williams,0.5012,71031.0,637401.0,69290.0,3302.0,28624.0,306.0,22396.0,25657.0,149693.0,570238.0,TX-25,0.17300000000000001,0.142,0.091,0.302,0.155,0.12,https://williams.house.gov,RepRWilliams
431,5109,704831.0,Republican,H. Morgan Griffith,0.4723,41520.0,640740.0,36880.0,1624.0,11649.0,648.0,3036.0,10254.0,14305.0,567315.0,VA-09,0.11800000000000001,0.188,0.107,0.312,0.183,0.131,https://morgangriffith.house.gov,RepMGriffith
